project_name,status,technology
M10 (PayPoint),1,"POSTGRESQL,AWS"
Space (Neobank),1,"PYTHON,QA_MOBILE"
Сбер Риски Департамент интегрированного риск-менеджмента,0,JAVA
X5 Retail Group Портал поставщика,1,ANGULAR
"Retrain.ai, inc",1,PYTHON
Банки.ру,0,REACT
Сбербанк Казахстан,1,IOS
Duftner,0,JAVA
Space (Neobank),1,QA_MOBILE
ПАО Банк «ФК Открытие»,0,ANDROID
Сбербанк Казахстан,1,REACT
X5 Retail Group. 5POST,1,QA_ENGINEER
Ростелеком #2,0,"ANDROID,JAVA,KOTLIN"
Сбер РБ Платежи&Переводы,0,JAVA
Банк Синара (СКБ-банк),0,SYSTEM_ANALYST
Jusan Bank - Staff augmentation,1,JAVA
ГО ИНВЕСТ,1,QA_ENGINEER
Сбербанк Казахстан,1,ANDROID
Сбербанк Казахстан,0,ANDROID
Самолёт Венчурс - Плафторма Самолёт+,1,NET
ГО ИНВЕСТ,1,QA_ENGINEER
Ланит - ВТБ,0,JAVA
МЦ НТТ - TM (РТК Контакт-центр),0,PROJECT_MANAGEMENT
Уральский банк реконструкции и развития,1,REACT
Jusan Bank - Staff augmentation,1,ANGULAR
ПАО Банк «ФК Открытие»,0,"JAVA,NET,PYTHON,GO,RUBY"
IPF digital,1,QA_ENGINEER
МТС Диджитал,0,GO
ПАО Банк «ФК Открытие»,1,QA_PERFORMANCE
ПАО Банк «ФК Открытие»,0,NET
Crystal Blockchain,1,GO
PropertyGuru Group,1,IOS
Paysera,1,PROJECT_MANAGER
Сбербанк Казахстан,1,IOS
Философия ИТ,1,REACT
Философия ИТ,1,REACT
СБЕР РБ Цифровая Платформа,0,SYSTEM_ANALYST
Сбер РБ Кошелек Клиента (ФИТ),1,SYSTEM_ANALYST
Альфа-банк,1,"JAVA,KOTLIN"
Compleet,0,UX_UI
Яндекс Медиалаб,1,JAVA
Crystal Blockchain,1,PYTHON
I-Teco,0,JAVA
Альфа-банк,0,"JAVA,KOTLIN"
Decta,1,PHP
Самолёт Венчурс - Плафторма Самолёт+,1,QA
Space (Neobank),1,IOS
Allianz Partners,1,BUSINESS_ANALYST
Альфа-банк,0,JAVA
Альфа-банк,0,JAVA
МТС Диджитал,0,GO
Ланит - ВТБ,0,"ANDROID,KOTLIN"
Crystal Blockchain,1,NODE_JS
Allianz Partners (MultiLob),1,UX_UI
Allianz Partners (MultiLob),1,UX_UI
Crystal Blockchain,1,GO
IHS,0,QA_AUTOMATION_C_SHARP
Publicis Media DE,1,NET
Самолёт Венчурс - Плафторма Самолёт+,1,NET
СБЕР КИБ Брокерский Бизнес,1,QA
IPF digital (Java),0,JAVA
Альфа-банк,0,JAVA
WorldR,1,"VUE_JS,TYPE_SCRIPT"
Философия ИТ,1,REACT
Crystal Blockchain,1,PYTHON
СБЕР КИБ Брокерский Бизнес,1,SYSTEM_ANALYST
СБЕР КИБ Брокерский Бизнес,1,JAVA
inDriver,0,"PHP,YII"
Яндекс Медиалаб,1,DATA_ANALYST
Qatar National Bank,1,"JAVA,SPRING"
Geta Digital,1,IOS
СБЕР КИБ Брокерский Бизнес,1,QA
СБЕР КИБ Брокерский Бизнес,1,QA
СБЕР КИБ Брокерский Бизнес,1,QA
СБЕР КИБ Брокерский Бизнес,1,QA
СБЕР КИБ Брокерский Бизнес,1,QA
Самолёт Венчурс - Плафторма Самолёт+,1,QA
Самолёт Венчурс - Плафторма Самолёт+,1,SYSTEM_ANALYST
IHS,1,NET
Самолёт Венчурс - Плафторма Самолёт+,1,NET
Accenture Russia,1,SQL
Сбер РБ Платежи&Переводы,1,JAVA
Team Force,0,IOS
IHS,0,NET
СБЕР КИБ Брокерский Бизнес,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,JAVA
ГО ИНВЕСТ,1,QA_AUTOMATION_ENGINEER_JAVA
ГО ИНВЕСТ,1,QA_AUTOMATION_ENGINEER_JAVA
eurofunk,1,JAVA
ГО ИНВЕСТ,1,IOS
ГО ИНВЕСТ,1,IOS
ГО ИНВЕСТ,1,ANDROID
ГО ИНВЕСТ,1,ANDROID
СБЕР КИБ Брокерский Бизнес,1,SYSTEM_ANALYST
СБЕР КИБ Брокерский Бизнес,0,SYSTEM_ANALYST
МАГНИТ,1,QA_ARCHITECT
Альфа-банк,1,BUSINESS_ANALYST
Сбер РБ ДомКлик_ЕФС,1,SYSTEM_ANALYST
СБЕР КИБ Брокерский Бизнес,1,SYSTEM_ANALYST
МТС Диджитал,1,NET
СБЕР КИБ Брокерский Бизнес,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,JAVA
ГО ИНВЕСТ,1,QA
Яндекс Медиалаб,1,ANDROID
Тинькофф Банк,1,IOS
Team Force,1,"NODE_REACT,REDUX,TYPE_SCRIPT"
The Sole Supplier,1,REACT
X5 Retail Group Портал поставщика,1,"PHP,REACT,TYPE_SCRIPT"
eurofunk,1,JAVA
Team Force,1,JAVA
River Tech,1,ANGULAR
Самолёт Венчурс - Плафторма Самолёт+,1,NET
Философия ИТ,1,PYTHON
Ланит - ВТБ,0,JAVA
Яндекс Медиалаб,1,JAVA
Softeq Minsk,0,QA_AUTOMATION_ENGINEER_JS
Самолёт Венчурс - Плафторма Самолёт+,0,PROJECT_MANAGEMENT
Самолёт Венчурс - Плафторма Самолёт+,1,VUE_JS
Jusan Bank - Staff augmentation,1,ANGULAR
Allianz Partners (MultiLob),1,JAVA
Яндекс Медиалаб,1,JAVA
Duftner,1,JAVA
X5 Retail Group Портал поставщика,1,PYTHON
Банки.ру,0,ANDROID
Самолёт Венчурс - Плафторма Самолёт+,0,PROJECT_MANAGEMENT
Ververica,1,JAVA
Яндекс Медиалаб,1,JAVA
Самолёт Венчурс - Плафторма Самолёт+,1,SYSTEM_ANALYST
Aisemo,1,QA_AUTOMATION_ENGINEER_JS
МЦ НТТ - TM (РТК Контакт-центр),1,BUSINESS_ANALYST
Яндекс Медиалаб,0,DATA_ANALYST
ГО ИНВЕСТ,1,QA_PERFORMANCE
Accenture Russia,1,JAVA
Aisemo,1,UX_UI
Accenture Russia,1,JAVA
MemberNova,0,SYSTEM_ANALYST
X5 Retail Group Портал поставщика,1,IOS
Qatar National Bank,1,"JAVA,SPRING"
Философия ИТ,1,REACT
Философия ИТ,1,JAVA
Jusan Bank - Staff augmentation,1,ANGULAR
Space (Neobank),1,C_SHARP
МТС Диджитал,1,NET
Самолёт Венчурс - Плафторма Самолёт+,1,PROJECT_MANAGEMENT
Emma Sleep GmbH,0,IOS
МТС Диджитал,0,GO
Accenture Russia,1,SQL
X5 Retail Group Портал поставщика,1,PYTHON
Сбер РБ Социальные и зарплатные решения,1,JAVA
ГО ИНВЕСТ,1,ANDROID
Verses,1,QA
Уральский банк реконструкции и развития,1,SYSTEM_ANALYST
Яндекс Медиалаб,0,PYTHON
Ингосстрах-Инвестиции,1,DEVOPS
МТС Диджитал,0,NET
Альфа-банк,0,SYSTEM_ANALYST
Уральский банк реконструкции и развития,0,JAVA
ПАО Банк «ФК Открытие»,1,QA
Ланит - ВТБ,1,"ANDROID,KOTLIN"
ГО ИНВЕСТ,1,SYSTEM_ANALYST
Сбер Риски Департамент интегрированного риск-менеджмента,1,QA_AUTOMATION_ENGINEER_JAVA
Ростелеком #2,1,"ANDROID,JAVA,KOTLIN"
МТС Диджитал,1,NET
Банки.ру,0,PHP
Comparis,1,"NET,TYPE_SCRIPT"
Allianz Partners,1,DEVOPS
Accenture Russia,1,SQL
X5 Retail Group Портал поставщика,0,PYTHON
Majorel,1,SYSTEM_ANALYST
inDriver,1,"PHP,YII"
"Retrain.ai, inc",0,PYTHON
Альфа-банк,0,BUSINESS_ANALYST
Уральский банк реконструкции и развития,0,REACT
X5 Retail Group Портал поставщика,0,UX_UI
Сбербанк Казахстан,1,ANDROID
Сбер РБ Социальные и зарплатные решения,0,SYSTEM_ANALYST
Сбер РБ Социальные и зарплатные решения,1,REACT
Сбер РБ Платежи&Переводы,0,QA
Философия ИТ,1,JAVA
BSS Group,1,JAVA
Crystal Blockchain,1,NODE_JS
Философия ИТ,0,JAVA
Accenture Russia,1,"DATA_ENGINEER_ETL,SQL"
ГО ИНВЕСТ,1,QA
Ланит - Сбер,0,REACT
Exness,1,GRAPHIC_DESIGNER
Team Force,0,IOS
Team Force,0,IOS
Альфа-банк,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,REACT
Exness,0,DEVOPS
Brandoo,1,REACT_NATIVE
Самолёт Венчурс - Плафторма Самолёт+,1,NET
Accenture Russia,1,SQL
Философия ИТ,1,JAVA
Философия ИТ,1,JAVA
Философия ИТ,1,JAVA
Сбер Риски Департамент интегрированного риск-менеджмента,0,JAVA
Comparis,0,"NET,TYPE_SCRIPT"
Thryve (mHealth Pioneers GmbH),0,JAVA
Альфа-банк,0,SYSTEM_ANALYST
Уральский банк реконструкции и развития,1,REACT
Brandoo,1,"QA_ENGINEER,QA_MOBILE"
Thryve (mHealth Pioneers GmbH),1,JAVA
Тинькофф Банк,1,"BUSINESS_ANALYST,SYSTEM_ANALYST"
Team Force,0,JAVA
Jusan Bank - Staff augmentation,0,JAVA
СБЕР КИБ Брокерский Бизнес,1,SYSTEM_ANALYST
СберМаркет,1,RUBY
Centtrip USA,1,"ANGULAR,ANGULAR_JS"
ПАО Банк «ФК Открытие»,1,ANDROID
Ланит - Сбер,1,REACT
Уральский банк реконструкции и развития,0,REACT
Самолёт Венчурс - Плафторма Самолёт+,1,VUE_JS
ПАО Банк «ФК Открытие»,1,ANDROID
AssetBook LLC2,1,ANGULAR
Альфа-банк,1,PRODUCT_OWNER
Ингосстрах-Инвестиции,1,"SYSTEM_ANALYST,BUSINESS_ANALYST"
Альфа-банк,1,PRODUCT_OWNER
Философия ИТ,1,JAVA
Spiromatic,1,QA_AUTOMATION_C_SHARP
Reuter Gruppe,1,NODE_JS
I-Teco,1,JAVA
Уральский банк реконструкции и развития,1,"PHP,SYMFONY"
Альфа-банк,1,JAVA
Ингосстрах-Инвестиции,1,SYSTEM_ANALYST
Уральский банк реконструкции и развития,1,WEB_DESIGNER
ГО ИНВЕСТ,1,QA_ENGINEER
Accenture Russia,1,SYSTEM_ANALYST
Сбер РБ ДомКлик_ЕФС,1,"JAVA,SPRING"
Яндекс Медиалаб,1,JAVA
NEXR Technologies SE,1,REACT
Самолёт Венчурс - Плафторма Самолёт+,1,NET
Duftner,1,JAVA
Уральский банк реконструкции и развития,0,JAVA
Moovforge,1,REACT
Letsbloom,1,RUBY
Ростелеком #2,1,IOS
СБЕР КИБ Брокерский Бизнес,1,QA
X5 Retail Group Портал поставщика,1,DEVOPS
Ростелеком #2,1,IOS
МТС Диджитал,1,NET
Сбер РБ ДомКлик_ЕФС,0,QA
Ververica,1,JAVA
ГО ИНВЕСТ,1,SYSTEM_ANALYST
ГО ИНВЕСТ,1,SYSTEM_ANALYST
Альфа-банк,1,SYSTEM_ANALYST
Kooba,1,PHP
Transporeon,1,JAVA
Transporeon,1,JAVA
Альфа-банк,1,JAVA
Альфа-банк,1,JAVA
Альфа-банк,1,JAVA
Альфа-банк,1,JAVA
Яндекс Медиалаб,1,PYTHON
Shieldpay,1,NODE_JS
Wondersign,1,PYTHON
Самолёт Венчурс - Плафторма Самолёт+,1,NET
Accenture Russia,1,"DATA_ENGINEER_ETL,SQL"
Сбер Риски Департамент интегрированного риск-менеджмента,1,JAVA
Альфа-банк,1,ANDROID
ГО ИНВЕСТ,1,QA_ENGINEER
ПАО Банк «ФК Открытие»,1,ANDROID
МЦ НТТ - TM (РТК Контакт-центр),1,QA_AUTOMATION_ENGINEER_JAVA
Ланит - Сбер,1,REACT
Альфа-банк,1,QA_AUTOMATION_ENGINEER_JAVA
Accenture Russia,1,JAVA
Альфа-банк,1,JAVA
Accenture Russia,1,"POWER_BI,SQL"
СБЕР КИБ Брокерский Бизнес,1,JAVA
IHS,1,QA
IHS,1,QA
Ланит - ВТБ,1,JAVA
СБЕР КИБ Брокерский Бизнес,0,SYSTEM_ANALYST
BSS Group,1,QA
msg Plaut Austria GmbH,1,ANDROID
Accenture Russia,1,"DATA_ENGINEER_ETL,SQL"
Уральский банк реконструкции и развития,0,REACT
Space (Neobank),1,IOS
МЦ НТТ - TM (РТК Контакт-центр),1,REACT
Яндекс Медиалаб,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,JAVA
Уральский банк реконструкции и развития,1,REACT
Ланит - Сбер,1,REACT
"Retrain.ai, inc",1,PYTHON
СБЕР КИБ Брокерский Бизнес,1,QA
Сбер РБ Кошелек Клиента (ФИТ),1,ORACLE
Альфа-банк,1,SYSTEM_ANALYST
Сбер РБ Социальные и зарплатные решения,1,SYSTEM_ANALYST
Ланит - Сбер,1,REACT
verivox.de,1,DBA
Exness,0,DEVOPS
СБЕР КИБ Брокерский Бизнес,1,SYSTEM_ANALYST
msg Plaut Austria GmbH,1,IOS
msg Plaut Austria GmbH,1,IOS
msg Plaut Austria GmbH,1,IOS
СБЕР КИБ Брокерский Бизнес,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,JAVA
msg Plaut Austria GmbH,1,IOS
inDriver,1,ANDROID
IPF digital,1,IOS
IPF digital,1,IOS
Альфа-банк,1,SYSTEM_ANALYST
Философия ИТ,1,JAVA
Ланит - ВТБ,1,JAVA
ГО ИНВЕСТ,1,QA_PERFORMANCE
Философия ИТ,1,JAVA
inDriver,1,GO
inDriver,1,GO
IHS,1,NET
IHS,1,QA
ПАО Банк «ФК Открытие»,1,ANDROID
МЦ НТТ - TM (РТК Контакт-центр),1,SYSTEM_ANALYST
IHS,1,NET
Уральский банк реконструкции и развития,1,JAVA
X5 Retail Group Портал поставщика,1,"JAVA,KOTLIN,SPRING"
msg Plaut Austria GmbH,1,IOS
Яндекс Медиалаб,1,JAVA
Самолёт Венчурс - Плафторма Самолёт+,1,NET
verivox.de,1,NET
Самолёт Венчурс - Плафторма Самолёт+,1,NET
Accenture Russia,1,SQL
Majorel,1,"NET,C_SHARP"
Самолёт Венчурс - Плафторма Самолёт+,1,NET
inDriver,1,"PHP,YII"
Ланит - Сбер,1,REACT
ПАО Банк «ФК Открытие»,1,QA
ПАО Банк «ФК Открытие»,1,QA
Ланит - Сбер,1,REACT
Accenture Russia,1,DATA_ANALYST
Философия ИТ,1,JAVA
Альфа-банк,1,QA_AUTOMATION_ENGINEER_JAVA
Jusan Bank - Staff augmentation,1,JAVA
Альфа-банк,1,QA_AUTOMATION_ENGINEER_JAVA
Философия ИТ,1,JAVA
Философия ИТ,1,JAVA
Jusan Bank - Staff augmentation,1,JAVA
Философия ИТ,1,JAVA
СБЕР КИБ Брокерский Бизнес,1,QA
inDriver,1,IOS
inDriver,1,IOS
Jusan Bank - Staff augmentation,1,JAVA
GMCS,1,SYSTEM_ANALYST
inDriver,1,ANDROID
МЦ НТТ - TM (РТК Контакт-центр),1,JAVA
МЦ НТТ - TM (РТК Контакт-центр),1,JAVA
Философия ИТ,1,QA_AUTOMATION
Nexxiot AG,1,ANGULAR
Jusan Bank - Staff augmentation,1,JAVA
Jusan Bank - Staff augmentation,1,JAVA
IHS,1,QA_AUTOMATION_C_SHARP
Accenture Russia,1,"POWER_BI,SQL"
X5 Retail Group Портал поставщика,1,REACT
Альфа-банк,1,QA_AUTOMATION_ENGINEER_JAVA
Альфа-банк,1,QA_AUTOMATION_ENGINEER_JAVA
Backbase,1,ANGULAR
Backbase,1,"QA_AUTOMATION_ENGINEER_JAVA,QA_AUTOMATION_ENGINEER_JS"
Тинькофф Банк,1,IOS
МЦ НТТ - TM (РТК Контакт-центр),1,QA_AUTOMATION_ENGINEER_JAVA
Ингосстрах-Инвестиции,1,SYSTEM_ANALYST
МЦ НТТ - TM (РТК Контакт-центр),1,REACT
МЦ НТТ - TM (РТК Контакт-центр),1,REACT
Альфа-банк,1,POSTGRESQL
Jusan Bank - Staff augmentation,1,SYSTEM_ANALYST
msg Plaut Austria GmbH,1,QA_AUTOMATION_ENGINEER_PYTHON
СБЕР КИБ Брокерский Бизнес,1,JAVA
Phenom People,1,UX_UI
Trip-arc,1,"QA_ANALYST,QA_ENGINEER"
msg Plaut Austria GmbH,0,PYTHON
Backbase,1,JAVA
Backbase,1,JAVA
Datagile,1,"REACT,TYPE_SCRIPT"
Datagile,1,"REACT,TYPE_SCRIPT"
Datagile,1,"REACT,TYPE_SCRIPT"
Datagile,1,"REACT,TYPE_SCRIPT"
Backbase,1,JAVA
Backbase,1,JAVA
msg Plaut Austria GmbH,1,ANDROID
Backbase,1,JAVA
Brandoo,1,"QA_ENGINEER,QA_MOBILE"
Backbase,1,IOS
Backbase,1,QA_AUTOMATION_ENGINEER_JAVA
BSS Group,1,REACT
Альфа-банк,1,SYSTEM_ANALYST
Банк Синара (СКБ-банк),1,SYSTEM_ANALYST
Уральский банк реконструкции и развития,1,DRUPAL
Backbase,1,"QA_AUTOMATION_ENGINEER_JS,QA_AUTOMATION_ENGINEER_JAVA"
inDriver,1,ANDROID
ПАО Банк «ФК Открытие»,1,QA
Backbase,1,ANGULAR
Ecovium GmbH,1,BUSINESS_ANALYST
Альфа-банк,1,DEVOPS
Альфа-банк,1,DEVOPS
Geta Digital,1,NET
Emma Sleep GmbH,1,IOS
inDriver,1,IOS
Ververica,1,BUSINESS_ANALYST
Альфа-банк,1,BUSINESS_ANALYST
X5 Retail Group Портал поставщика,1,UX_UI
msg Plaut Austria GmbH,1,QA
Самолёт Венчурс - Плафторма Самолёт+,1,NET
msg Plaut Austria GmbH,1,PYTHON
Paysera,1,PRODUCT_OWNER
Paysera,1,PRODUCT_OWNER
People Intelligence,1,PROJECT_MANAGEMENT
Eleving Group,1,DEVOPS
Spiromatic,1,QA_AUTOMATION_C_SHARP
River Tech,1,ANGULAR
Backbase,1,IOS
Transporeon,1,ANGULAR
Backbase,1,"QA_AUTOMATION_ENGINEER_JAVA,QA_AUTOMATION_ENGINEER_JS"
Backbase,1,QA_AUTOMATION_ENGINEER_JAVA
Backbase,1,"QA_AUTOMATION_ENGINEER_JAVA,QA_AUTOMATION_ENGINEER_JS"
Backbase,1,"QA_AUTOMATION_ENGINEER_JAVA,QA_AUTOMATION_ENGINEER_JS"
inDriver,1,ANDROID
Letsbloom,1,RUBY
msg Plaut Austria GmbH,1,ANDROID
ATG,1,NODE_JS
Backbase,1,JAVA
Backbase,1,IOS
Exness,1,DEVOPS
Backbase,1,IOS
Backbase,1,JAVA
Backbase,1,JAVA
msg Plaut Austria GmbH,1,DEVOPS
Backbase,1,JAVA
Paysera,1,"ANDROID,IOS"
Сбербанк Казахстан,1,IOS
Сбербанк Казахстан,1,IOS
IHS,1,NET
Backbase,1,ANGULAR
IHS,1,NET
Reuter Gruppe,1,"NODE_JS,TYPE_SCRIPT"
Moonfare,1,NODE_JS
msg Plaut Austria GmbH,1,QA_AUTOMATION_ENGINEER_PYTHON
SupplyStack,1,PROJECT_MANAGEMENT
SupplyStack,1,PROJECT_MANAGEMENT
Thryve (mHealth Pioneers GmbH),1,JAVA
Thryve (mHealth Pioneers GmbH),1,JAVA
Thryve (mHealth Pioneers GmbH),1,JAVA
WorldR,1,"DEVOPS,DEVSECOPS"
Verses,1,FLUTTER
Enersis,1,ANGULAR
Verses,1,"NODE_JS,TYPE_SCRIPT"
